index,driver,class,path
9719,11,c7,AUC_Dataset/Camera_1/train/c7/m11/570.jpg
9720,11,c7,AUC_Dataset/Camera_1/train/c7/m11/557.jpg
9721,11,c7,AUC_Dataset/Camera_1/train/c7/m11/555.jpg
9722,11,c7,AUC_Dataset/Camera_1/train/c7/m11/560.jpg
9723,11,c7,AUC_Dataset/Camera_1/train/c7/m11/572.jpg
9724,11,c7,AUC_Dataset/Camera_1/train/c7/m11/565.jpg
9725,11,c7,AUC_Dataset/Camera_1/train/c7/m11/568.jpg
9726,11,c7,AUC_Dataset/Camera_1/train/c7/m11/553.jpg
9727,11,c7,AUC_Dataset/Camera_1/train/c7/m11/569.jpg
9728,11,c7,AUC_Dataset/Camera_1/train/c7/m11/559.jpg
9729,11,c7,AUC_Dataset/Camera_1/train/c7/m11/562.jpg
9730,11,c7,AUC_Dataset/Camera_1/train/c7/m11/561.jpg
9731,11,c7,AUC_Dataset/Camera_1/train/c7/m11/563.jpg
9732,11,c7,AUC_Dataset/Camera_1/train/c7/m11/574.jpg
9733,11,c7,AUC_Dataset/Camera_1/train/c7/m11/558.jpg
9734,11,c7,AUC_Dataset/Camera_1/train/c7/m11/564.jpg
9735,11,c7,AUC_Dataset/Camera_1/train/c7/m11/567.jpg
9736,11,c7,AUC_Dataset/Camera_1/train/c7/m11/573.jpg
9737,11,c7,AUC_Dataset/Camera_1/train/c7/m11/571.jpg
9738,11,c7,AUC_Dataset/Camera_1/train/c7/m11/556.jpg
9739,11,c7,AUC_Dataset/Camera_1/train/c7/m11/576.jpg
9740,11,c7,AUC_Dataset/Camera_1/train/c7/m11/575.jpg
9741,11,c7,AUC_Dataset/Camera_1/train/c7/m11/566.jpg
9742,11,c5,AUC_Dataset/Camera_1/train/c5/m11/598.jpg
9743,11,c5,AUC_Dataset/Camera_1/train/c5/m11/577.jpg
9744,11,c5,AUC_Dataset/Camera_1/train/c5/m11/599.jpg
9745,11,c5,AUC_Dataset/Camera_1/train/c5/m11/578.jpg
9746,11,c5,AUC_Dataset/Camera_1/train/c5/m11/594.jpg
9747,11,c5,AUC_Dataset/Camera_1/train/c5/m11/570.jpg
9748,11,c5,AUC_Dataset/Camera_1/train/c5/m11/586.jpg
9749,11,c5,AUC_Dataset/Camera_1/train/c5/m11/580.jpg
9750,11,c5,AUC_Dataset/Camera_1/train/c5/m11/583.jpg
9751,11,c5,AUC_Dataset/Camera_1/train/c5/m11/590.jpg
9752,11,c5,AUC_Dataset/Camera_1/train/c5/m11/572.jpg
9753,11,c5,AUC_Dataset/Camera_1/train/c5/m11/582.jpg
9754,11,c5,AUC_Dataset/Camera_1/train/c5/m11/568.jpg
9755,11,c5,AUC_Dataset/Camera_1/train/c5/m11/584.jpg
9756,11,c5,AUC_Dataset/Camera_1/train/c5/m11/585.jpg
9757,11,c5,AUC_Dataset/Camera_1/train/c5/m11/581.jpg
9758,11,c5,AUC_Dataset/Camera_1/train/c5/m11/579.jpg
9759,11,c5,AUC_Dataset/Camera_1/train/c5/m11/569.jpg
9760,11,c5,AUC_Dataset/Camera_1/train/c5/m11/597.jpg
9761,11,c5,AUC_Dataset/Camera_1/train/c5/m11/587.jpg
9762,11,c5,AUC_Dataset/Camera_1/train/c5/m11/574.jpg
9763,11,c5,AUC_Dataset/Camera_1/train/c5/m11/589.jpg
9764,11,c5,AUC_Dataset/Camera_1/train/c5/m11/588.jpg
9765,11,c5,AUC_Dataset/Camera_1/train/c5/m11/596.jpg
9766,11,c5,AUC_Dataset/Camera_1/train/c5/m11/592.jpg
9767,11,c5,AUC_Dataset/Camera_1/train/c5/m11/593.jpg
9768,11,c5,AUC_Dataset/Camera_1/train/c5/m11/591.jpg
9769,11,c5,AUC_Dataset/Camera_1/train/c5/m11/573.jpg
9770,11,c5,AUC_Dataset/Camera_1/train/c5/m11/571.jpg
9771,11,c5,AUC_Dataset/Camera_1/train/c5/m11/576.jpg
9772,11,c5,AUC_Dataset/Camera_1/train/c5/m11/575.jpg
9773,11,c5,AUC_Dataset/Camera_1/train/c5/m11/595.jpg
9774,11,c8,AUC_Dataset/Camera_1/train/c8/m11/607.jpg
9775,11,c8,AUC_Dataset/Camera_1/train/c8/m11/608.jpg
9776,11,c8,AUC_Dataset/Camera_1/train/c8/m11/622.jpg
9777,11,c8,AUC_Dataset/Camera_1/train/c8/m11/609.jpg
9778,11,c8,AUC_Dataset/Camera_1/train/c8/m11/624.jpg
9779,11,c8,AUC_Dataset/Camera_1/train/c8/m11/613.jpg
9780,11,c8,AUC_Dataset/Camera_1/train/c8/m11/615.jpg
9781,11,c8,AUC_Dataset/Camera_1/train/c8/m11/623.jpg
9782,11,c8,AUC_Dataset/Camera_1/train/c8/m11/621.jpg
9783,11,c8,AUC_Dataset/Camera_1/train/c8/m11/611.jpg
9784,11,c8,AUC_Dataset/Camera_1/train/c8/m11/620.jpg
9785,11,c8,AUC_Dataset/Camera_1/train/c8/m11/625.jpg
9786,11,c8,AUC_Dataset/Camera_1/train/c8/m11/617.jpg
9787,11,c8,AUC_Dataset/Camera_1/train/c8/m11/614.jpg
9788,11,c8,AUC_Dataset/Camera_1/train/c8/m11/606.jpg
9789,11,c8,AUC_Dataset/Camera_1/train/c8/m11/612.jpg
9790,11,c8,AUC_Dataset/Camera_1/train/c8/m11/616.jpg
9791,11,c8,AUC_Dataset/Camera_1/train/c8/m11/605.jpg
9792,11,c8,AUC_Dataset/Camera_1/train/c8/m11/619.jpg
9793,11,c8,AUC_Dataset/Camera_1/train/c8/m11/610.jpg
9794,11,c8,AUC_Dataset/Camera_1/train/c8/m11/618.jpg
9795,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1283.jpg
9796,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1280.jpg
9797,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1295.jpg
9798,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1282.jpg
9799,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1303.jpg
9800,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1316.jpg
9801,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1302.jpg
9802,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1276.jpg
9803,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1289.jpg
9804,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1243.jpg
9805,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1273.jpg
9806,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1244.jpg
9807,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1318.jpg
9808,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1275.jpg
9809,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1319.jpg
9810,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1281.jpg
9811,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1237.jpg
9812,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1291.jpg
9813,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1277.jpg
9814,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1290.jpg
9815,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1292.jpg
9816,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1238.jpg
9817,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1301.jpg
9818,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1278.jpg
9819,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1245.jpg
9820,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1279.jpg
9821,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1317.jpg
9822,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1293.jpg
9823,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1239.jpg
9824,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1274.jpg
9825,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1288.jpg
9826,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1240.jpg
9827,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1304.jpg
9828,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1241.jpg
9829,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1242.jpg
9830,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1287.jpg
9831,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1297.jpg
9832,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1306.jpg
9833,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1315.jpg
9834,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1246.jpg
9835,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1294.jpg
9836,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1296.jpg
9837,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1236.jpg
9838,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1247.jpg
9839,11,c9,AUC_Dataset/Camera_1/train/c9/m11/1305.jpg
9840,11,c2,AUC_Dataset/Camera_1/train/c2/m11/598.jpg
9841,11,c2,AUC_Dataset/Camera_1/train/c2/m11/607.jpg
9842,11,c2,AUC_Dataset/Camera_1/train/c2/m11/599.jpg
9843,11,c2,AUC_Dataset/Camera_1/train/c2/m11/608.jpg
9844,11,c2,AUC_Dataset/Camera_1/train/c2/m11/609.jpg
9845,11,c2,AUC_Dataset/Camera_1/train/c2/m11/611.jpg
9846,11,c2,AUC_Dataset/Camera_1/train/c2/m11/602.jpg
9847,11,c2,AUC_Dataset/Camera_1/train/c2/m11/600.jpg
9848,11,c2,AUC_Dataset/Camera_1/train/c2/m11/606.jpg
9849,11,c2,AUC_Dataset/Camera_1/train/c2/m11/603.jpg
9850,11,c2,AUC_Dataset/Camera_1/train/c2/m11/612.jpg
9851,11,c2,AUC_Dataset/Camera_1/train/c2/m11/601.jpg
9852,11,c2,AUC_Dataset/Camera_1/train/c2/m11/597.jpg
9853,11,c2,AUC_Dataset/Camera_1/train/c2/m11/605.jpg
9854,11,c2,AUC_Dataset/Camera_1/train/c2/m11/596.jpg
9855,11,c2,AUC_Dataset/Camera_1/train/c2/m11/604.jpg
9856,11,c2,AUC_Dataset/Camera_1/train/c2/m11/610.jpg
9857,11,c1,AUC_Dataset/Camera_1/train/c1/m11/969.jpg
9858,11,c1,AUC_Dataset/Camera_1/train/c1/m11/958.jpg
9859,11,c1,AUC_Dataset/Camera_1/train/c1/m11/936.jpg
9860,11,c1,AUC_Dataset/Camera_1/train/c1/m11/966.jpg
9861,11,c1,AUC_Dataset/Camera_1/train/c1/m11/961.jpg
9862,11,c1,AUC_Dataset/Camera_1/train/c1/m11/941.jpg
9863,11,c1,AUC_Dataset/Camera_1/train/c1/m11/956.jpg
9864,11,c1,AUC_Dataset/Camera_1/train/c1/m11/972.jpg
9865,11,c1,AUC_Dataset/Camera_1/train/c1/m11/970.jpg
9866,11,c1,AUC_Dataset/Camera_1/train/c1/m11/935.jpg
9867,11,c1,AUC_Dataset/Camera_1/train/c1/m11/954.jpg
9868,11,c1,AUC_Dataset/Camera_1/train/c1/m11/963.jpg
9869,11,c1,AUC_Dataset/Camera_1/train/c1/m11/971.jpg
9870,11,c1,AUC_Dataset/Camera_1/train/c1/m11/944.jpg
9871,11,c1,AUC_Dataset/Camera_1/train/c1/m11/943.jpg
9872,11,c1,AUC_Dataset/Camera_1/train/c1/m11/940.jpg
9873,11,c1,AUC_Dataset/Camera_1/train/c1/m11/962.jpg
9874,11,c1,AUC_Dataset/Camera_1/train/c1/m11/955.jpg
9875,11,c1,AUC_Dataset/Camera_1/train/c1/m11/934.jpg
9876,11,c1,AUC_Dataset/Camera_1/train/c1/m11/953.jpg
9877,11,c1,AUC_Dataset/Camera_1/train/c1/m11/964.jpg
9878,11,c1,AUC_Dataset/Camera_1/train/c1/m11/938.jpg
9879,11,c1,AUC_Dataset/Camera_1/train/c1/m11/959.jpg
9880,11,c1,AUC_Dataset/Camera_1/train/c1/m11/939.jpg
9881,11,c1,AUC_Dataset/Camera_1/train/c1/m11/973.jpg
9882,11,c1,AUC_Dataset/Camera_1/train/c1/m11/942.jpg
9883,11,c1,AUC_Dataset/Camera_1/train/c1/m11/951.jpg
9884,11,c1,AUC_Dataset/Camera_1/train/c1/m11/960.jpg
9885,11,c1,AUC_Dataset/Camera_1/train/c1/m11/967.jpg
9886,11,c1,AUC_Dataset/Camera_1/train/c1/m11/957.jpg
9887,11,c1,AUC_Dataset/Camera_1/train/c1/m11/937.jpg
9888,11,c1,AUC_Dataset/Camera_1/train/c1/m11/968.jpg
9889,11,c1,AUC_Dataset/Camera_1/train/c1/m11/952.jpg
9890,11,c1,AUC_Dataset/Camera_1/train/c1/m11/965.jpg
9891,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1730.jpg
9892,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1720.jpg
9893,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1725.jpg
9894,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1741.jpg
9895,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1719.jpg
9896,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1748.jpg
9897,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1792.jpg
9898,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1814.jpg
9899,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1760.jpg
9900,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1769.jpg
9901,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1793.jpg
9902,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1763.jpg
9903,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1799.jpg
9904,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1765.jpg
9905,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1816.jpg
9906,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1721.jpg
9907,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1717.jpg
9908,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1745.jpg
9909,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1767.jpg
9910,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1737.jpg
9911,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1759.jpg
9912,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1732.jpg
9913,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1758.jpg
9914,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1766.jpg
9915,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1818.jpg
9916,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1805.jpg
9917,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1807.jpg
9918,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1742.jpg
9919,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1790.jpg
9920,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1795.jpg
9921,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1773.jpg
9922,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1817.jpg
9923,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1798.jpg
9924,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1810.jpg
9925,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1811.jpg
9926,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1707.jpg
9927,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1747.jpg
9928,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1761.jpg
9929,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1723.jpg
9930,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1801.jpg
9931,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1768.jpg
9932,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1733.jpg
9933,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1772.jpg
9934,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1797.jpg
9935,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1813.jpg
9936,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1743.jpg
9937,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1738.jpg
9938,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1812.jpg
9939,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1771.jpg
9940,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1722.jpg
9941,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1800.jpg
9942,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1806.jpg
9943,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1740.jpg
9944,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1796.jpg
9945,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1739.jpg
9946,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1808.jpg
9947,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1718.jpg
9948,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1803.jpg
9949,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1802.jpg
9950,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1746.jpg
9951,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1729.jpg
9952,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1734.jpg
9953,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1774.jpg
9954,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1809.jpg
9955,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1762.jpg
9956,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1724.jpg
9957,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1706.jpg
9958,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1794.jpg
9959,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1764.jpg
9960,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1727.jpg
9961,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1728.jpg
9962,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1791.jpg
9963,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1804.jpg
9964,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1735.jpg
9965,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1731.jpg
9966,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1726.jpg
9967,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1819.jpg
9968,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1736.jpg
9969,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1770.jpg
9970,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1705.jpg
9971,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1744.jpg
9972,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1815.jpg
9973,11,c0,AUC_Dataset/Camera_1/train/c0/m11/1708.jpg
9974,11,c3,AUC_Dataset/Camera_1/train/c3/m11/598.jpg
9975,11,c3,AUC_Dataset/Camera_1/train/c3/m11/599.jpg
9976,11,c3,AUC_Dataset/Camera_1/train/c3/m11/594.jpg
9977,11,c3,AUC_Dataset/Camera_1/train/c3/m11/586.jpg
9978,11,c3,AUC_Dataset/Camera_1/train/c3/m11/602.jpg
9979,11,c3,AUC_Dataset/Camera_1/train/c3/m11/590.jpg
9980,11,c3,AUC_Dataset/Camera_1/train/c3/m11/600.jpg
9981,11,c3,AUC_Dataset/Camera_1/train/c3/m11/606.jpg
9982,11,c3,AUC_Dataset/Camera_1/train/c3/m11/603.jpg
9983,11,c3,AUC_Dataset/Camera_1/train/c3/m11/601.jpg
9984,11,c3,AUC_Dataset/Camera_1/train/c3/m11/597.jpg
9985,11,c3,AUC_Dataset/Camera_1/train/c3/m11/605.jpg
9986,11,c3,AUC_Dataset/Camera_1/train/c3/m11/587.jpg
9987,11,c3,AUC_Dataset/Camera_1/train/c3/m11/589.jpg
9988,11,c3,AUC_Dataset/Camera_1/train/c3/m11/588.jpg
9989,11,c3,AUC_Dataset/Camera_1/train/c3/m11/596.jpg
9990,11,c3,AUC_Dataset/Camera_1/train/c3/m11/592.jpg
9991,11,c3,AUC_Dataset/Camera_1/train/c3/m11/593.jpg
9992,11,c3,AUC_Dataset/Camera_1/train/c3/m11/591.jpg
9993,11,c3,AUC_Dataset/Camera_1/train/c3/m11/604.jpg
9994,11,c3,AUC_Dataset/Camera_1/train/c3/m11/595.jpg
9995,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1492.jpg
9996,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1479.jpg
9997,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1493.jpg
9998,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1487.jpg
9999,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1469.jpg
10000,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1470.jpg
10001,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1471.jpg
10002,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1461.jpg
10003,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1474.jpg
10004,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1482.jpg
10005,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1458.jpg
10006,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1452.jpg
10007,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1454.jpg
10008,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1484.jpg
10009,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1477.jpg
10010,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1455.jpg
10011,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1457.jpg
10012,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1463.jpg
10013,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1491.jpg
10014,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1465.jpg
10015,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1489.jpg
10016,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1486.jpg
10017,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1478.jpg
10018,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1456.jpg
10019,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1459.jpg
10020,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1494.jpg
10021,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1475.jpg
10022,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1476.jpg
10023,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1485.jpg
10024,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1480.jpg
10025,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1453.jpg
10026,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1495.jpg
10027,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1460.jpg
10028,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1490.jpg
10029,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1466.jpg
10030,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1462.jpg
10031,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1483.jpg
10032,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1467.jpg
10033,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1488.jpg
10034,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1472.jpg
10035,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1473.jpg
10036,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1464.jpg
10037,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1481.jpg
10038,23,c6,AUC_Dataset/Camera_1/train/c6/m23/1468.jpg
10039,23,c4,AUC_Dataset/Camera_1/train/c4/m23/1283.jpg
10040,23,c4,AUC_Dataset/Camera_1/train/c4/m23/1280.jpg
10041,23,c4,AUC_Dataset/Camera_1/train/c4/m23/1266.jpg
10042,23,c4,AUC_Dataset/Camera_1/train/c4/m23/1268.jpg
10043,23,c4,AUC_Dataset/Camera_1/train/c4/m23/1282.jpg
10044,23,c4,AUC_Dataset/Camera_1/train/c4/m23/1276.jpg
10045,23,c4,AUC_Dataset/Camera_1/train/c4/m23/1273.jpg
10046,23,c4,AUC_Dataset/Camera_1/train/c4/m23/1275.jpg
10047,23,c4,AUC_Dataset/Camera_1/train/c4/m23/1285.jpg
10048,23,c4,AUC_Dataset/Camera_1/train/c4/m23/1267.jpg
10049,23,c4,AUC_Dataset/Camera_1/train/c4/m23/1281.jpg
